Customer_ID,Age,Gender,Annual_Income,Spending_Score,Subscription_Type,Region,Churn
CUST9578,27,Male,,low,,West,
CUST8924,N/A,,unknown,high,Standard,South,No
CUST9852,46,M,,38,Basic,South,Y
CUST4546,,,,82,,,Y
CUST1211,61,Female,unknown,low,Premium,North,Y
CUST4290,,Female,,high,,South,N
CUST2196,45,F,,low,,West,No
CUST2481,,,128628,,Basic,South,Y
CUST8615,N/A,,,high,,,Yes
CUST2299,,M,64146,high,Premium,North,
CUST9768,,,,high,Standard,West,Y
,41,M,,99,Premium,South,
CUST6855,66,,,57,Basic,West,No
CUST8345,,M,,,Premium,,Y
CUST7752,N/A,Male,unknown,50,Basic,East,
CUST9640,N/A,Male,138304,low,Basic,East,N
CUST5935,N/A,,,high,,,
CUST3688,,F,,,Basic,,
CUST6995,,Male,75283,94,Standard,West,No
CUST3185,N/A,Male,,low,Standard,East,
CUST8049,,,,,,East,N
CUST2545,52,,unknown,high,Standard,North,
CUST9703,,M,149645,97,Standard,South,
CUST6673,,Female,,,,East,
CUST4279,,F,,,Premium,North,
CUST3059,N/A,,,high,,East,
CUST1543,,Female,136431,35,,,N
CUST7909,,,,,Standard,,
CUST9510,,Female,,low,,West,No
,,Male,,low,Basic,,N
CUST3404,42,F,,high,Standard,South,Yes
CUST4282,N/A,,unknown,43,Basic,,Y
CUST1300,N/A,,,high,Basic,North,
CUST6910,28,,20118,low,,South,
CUST2348,,,,7,Basic,,Yes
CUST4266,N/A,Female,unknown,low,Premium,West,Y
CUST3616,N/A,M,,,,East,No
CUST3836,,,unknown,low,Standard,North,Y
CUST6293,48,,,16,,South,No
CUST6825,N/A,,unknown,,,,No
CUST8345,,F,,high,,East,N
CUST1569,,F,unknown,72,,,N
CUST9538,N/A,Female,55263,91,,,N
CUST5651,25,F,unknown,low,,,
CUST2920,51,M,,78,Premium,,No
CUST4923,,,,,Basic,South,
CUST6852,33,Female,,97,,,N
CUST4591,N/A,,57618,,,North,No
CUST2234,N/A,Female,,,,,No
CUST6943,28,F,57937,,,South,
CUST6674,67,F,112832,low,Basic,West,
CUST7440,36,Female,,high,Premium,West,
CUST3957,N/A,M,121126,,,West,Yes
CUST2677,,F,,,Basic,North,No
CUST8057,54,F,78540,40,,North,N
CUST9003,N/A,Male,65314,low,Basic,North,Yes
CUST8299,67,M,,72,,East,Y
CUST5803,43,Male,unknown,,,South,Y
CUST5015,,,129666,,Premium,South,
CUST4015,N/A,F,,,Basic,South,N
CUST5270,70,Male,unknown,42,,,N
CUST7585,,,unknown,low,,East,
CUST8733,69,Female,,low,,South,No
CUST8116,,Male,unknown,,,,N
CUST7564,47,Male,unknown,30,Standard,North,Y
CUST9703,,,,high,Basic,,
CUST7394,N/A,,unknown,low,Standard,South,N
CUST5828,,,,low,,,Yes
CUST8375,N/A,,unknown,,,,N
CUST6233,,Male,,77,Basic,South,
CUST7946,,Female,unknown,,Basic,,Y
CUST7162,N/A,F,unknown,low,,North,Y
CUST3541,,M,,,,,Y
,,,42879,low,,South,Y
CUST6167,N/A,,unknown,,Basic,South,N
CUST4778,,M,107395,,Basic,West,Y
CUST4958,,Male,unknown,,Standard,South,No
CUST4771,N/A,Male,107001,15,Standard,South,
CUST6239,N/A,F,,9,Basic,East,No
CUST7806,25,F,unknown,high,Basic,West,Yes
CUST9142,,M,unknown,high,Standard,West,
CUST1206,N/A,,,,Premium,,Y
CUST8369,,M,,53,Premium,,Yes
,45,,unknown,,Basic,North,
CUST9209,,Male,unknown,,Premium,,
CUST9076,,F,,61,Basic,West,
CUST8491,,Female,unknown,1,Premium,East,Yes
CUST1881,,Male,unknown,44,,,
CUST5894,N/A,M,unknown,low,Premium,West,Yes
CUST8700,,,unknown,60,Basic,East,N
CUST9659,N/A,,73721,low,Basic,North,Y
CUST9394,N/A,Male,46437,low,Premium,North,Y
CUST3021,38,Male,,low,Premium,West,
CUST5644,57,F,,,,South,Yes
CUST4208,,Male,122749,26,Premium,,
CUST4334,N/A,Male,,high,Standard,North,
CUST5061,,,unknown,,,North,N
CUST7587,,,128878,17,,South,
CUST9188,N/A,M,,high,Standard,South,No
CUST8184,N/A,,,99,,,Yes
CUST3128,,Female,,high,Standard,North,N
CUST5367,N/A,Male,unknown,low,,North,Y
CUST9689,30,M,,low,,North,N
CUST6219,66,,unknown,39,Basic,East,
CUST6130,49,Male,,,Standard,North,Yes
CUST9220,,M,139551,low,Premium,,N
CUST5256,,,,high,,South,Y
CUST6727,N/A,F,,low,Premium,,No
CUST2455,,F,79549,,Standard,North,
,N/A,,unknown,low,Basic,,
CUST9467,,Female,,low,,West,
CUST6982,,Male,unknown,high,Standard,West,Yes
CUST4747,28,Female,,99,,East,Yes
CUST6224,,Male,136000,34,Basic,,
CUST8651,N/A,M,75023,high,Basic,North,
CUST9324,,Male,,low,Standard,,Yes
CUST6806,,Female,,high,,,Yes
CUST4447,64,,unknown,38,Premium,South,
CUST8168,,,,high,Standard,,
CUST5630,,Female,129737,high,Standard,West,
CUST3955,22,Female,27008,42,,South,Y
CUST7549,,F,25996,55,,,N
CUST5693,,,,,Standard,North,No
CUST7522,,,120821,69,Basic,West,N
CUST6743,,,unknown,3,,,No
,,Male,86659,,Premium,South,
CUST4314,,,,high,Standard,East,
CUST4151,N/A,Male,,low,,,Yes
CUST4001,,,,low,Premium,,Yes
CUST3662,,M,,high,,,No
CUST8797,51,Male,,low,Standard,East,
CUST7166,,Male,,high,Basic,,
CUST4069,34,M,unknown,44,Premium,,N
CUST2821,34,F,109018,65,Standard,North,No
CUST1777,N/A,,unknown,,Basic,East,No
CUST9461,,F,unknown,high,Standard,,
CUST8322,53,M,,,Premium,West,Y
CUST7583,,Female,,high,Basic,,N
CUST6924,44,M,,,Standard,,Y
CUST6428,43,,126241,high,,,Y
CUST9204,,M,,low,,,No
CUST2437,,M,,49,Premium,,Yes
CUST7287,,Female,unknown,low,,West,No
CUST8580,,,,high,Basic,South,No
CUST3657,,Male,unknown,high,Premium,West,Yes
CUST2463,N/A,F,unknown,,Premium,West,
CUST2323,N/A,F,28281,,Basic,North,No
CUST8864,,,,high,,,
CUST4186,,,,74,,East,Yes
CUST3655,,,,,Premium,East,
CUST1831,45,Male,unknown,52,Standard,North,Y
CUST4173,,M,unknown,low,,,No
CUST3342,,,,low,Standard,South,
CUST9477,,Male,unknown,high,,South,N
CUST6426,28,Female,unknown,low,Standard,,
CUST5482,,,unknown,13,,West,
CUST2611,59,Male,36603,,Standard,,Y
CUST1755,57,M,,36,,South,N
CUST9075,31,M,unknown,low,,,No
CUST1615,N/A,Female,,23,Basic,,No
CUST5873,N/A,F,unknown,high,,North,N
CUST5382,,Female,,,Basic,West,
,51,Female,,high,,West,N
CUST2251,35,,unknown,low,Premium,,Y
CUST2194,,,139733,,,,Y
CUST8831,N/A,Male,,94,Premium,West,Yes
CUST4081,,,,43,,,
CUST1862,45,Male,,74,Standard,,
CUST7594,,Male,,,Premium,,Y
CUST4681,N/A,Male,,24,,South,Y
CUST4023,,Male,unknown,low,Premium,,
CUST9436,,F,unknown,low,Standard,,
CUST9344,N/A,Female,unknown,high,Standard,,
CUST3358,61,,22930,,Basic,South,No
CUST7612,N/A,,108783,,Standard,West,No
CUST9423,26,,unknown,4,,,
CUST3940,,,,2,,,Y
CUST6534,30,Male,,high,,,
CUST8373,,,,59,Premium,South,Y
CUST6102,25,M,,high,,,
CUST9468,N/A,,,high,Standard,West,No
CUST2800,,F,unknown,21,Premium,North,N
CUST3345,,Male,,,,,
CUST3180,N/A,,unknown,,Standard,West,Yes
CUST6627,N/A,Female,,17,,West,
,N/A,M,83344,high,Basic,West,Yes
CUST2835,,Male,,high,Basic,South,Yes
CUST7730,,,unknown,68,,West,Y
CUST2120,39,F,132365,high,Basic,East,No
CUST1757,,M,,low,Basic,East,Yes
CUST2239,N/A,,,9,Premium,West,
CUST5690,,Female,,4,Premium,South,Y
CUST8059,,M,,high,,North,N
CUST4675,,Female,,low,Standard,East,No
CUST2773,,Male,,low,,South,Yes
CUST9211,,Male,,low,Basic,South,
CUST4485,36,,80339,high,,North,
CUST4475,,Female,,high,,,N
CUST7709,N/A,Male,,,Basic,North,Yes
CUST3063,,,,37,Premium,,Yes
CUST8460,25,,,84,Basic,,Y
CUST4348,,F,,,Basic,South,No
CUST3385,,,,,,East,Yes
,,F,,,Standard,,
CUST6946,,Male,unknown,86,Basic,,
CUST3088,,,,low,Premium,North,No
CUST5245,,,unknown,low,,West,Y
,N/A,,,low,,,
CUST9316,N/A,,,49,Standard,North,Yes
CUST3784,,F,,low,,,No
CUST4002,,Female,,67,,West,No
CUST2933,N/A,M,,,Premium,,
CUST4241,,Female,,high,Standard,East,
CUST8443,59,M,,65,Premium,,N
CUST8745,N/A,M,,49,Standard,East,No
CUST3746,48,,,high,Standard,East,N
CUST6171,N/A,F,,high,Basic,South,Y
CUST8590,,,,low,,East,Yes
,N/A,F,unknown,,,South,N
CUST4530,N/A,F,119023,low,Basic,North,No
CUST9659,N/A,,unknown,35,,East,N
CUST1025,N/A,M,132837,high,,,Yes
CUST8258,,,,low,,East,Yes
CUST8337,68,F,116153,14,Standard,,Y
CUST4991,34,M,,low,Standard,North,N
CUST6613,,F,unknown,80,Basic,West,Y
CUST2837,37,,64252,high,Premium,North,
CUST9458,61,,146385,10,,,N
CUST8030,,M,,,,North,Y
CUST1333,,Male,,high,Premium,South,No
CUST1598,N/A,,,high,Premium,,
,25,M,unknown,high,Standard,South,No
CUST6829,N/A,,unknown,,,North,Yes
CUST6837,,M,unknown,low,,North,No
CUST6241,N/A,,37291,high,Standard,,
CUST1912,,Male,,42,Premium,West,Y
CUST2287,21,M,,low,,,
CUST7346,,M,122016,high,,South,No
CUST8320,45,Male,20925,low,Standard,,
CUST7977,,F,,high,,,Y
CUST9353,N/A,M,unknown,low,Standard,North,Yes
CUST5624,,F,unknown,,Basic,East,Yes
CUST7595,,,,low,Standard,East,N
CUST4671,N/A,F,,low,Basic,,N
CUST4314,,F,,low,Standard,West,Y
,N/A,,,low,Basic,,Y
CUST3320,,,unknown,22,Basic,North,
CUST9589,50,,78596,high,Standard,,Yes
CUST4331,,,,low,Basic,,
CUST4696,,M,,30,,South,
CUST6589,,F,,23,,North,
CUST3526,N/A,Male,,high,,East,
CUST2266,N/A,,,low,Standard,North,No
CUST3222,N/A,,,25,Standard,North,N
,39,F,,high,Standard,West,
CUST6683,N/A,,,,,North,N
CUST1727,N/A,,98833,high,Standard,North,No
CUST9563,,F,unknown,low,Basic,West,Y
CUST8248,N/A,,109533,,Basic,West,Y
CUST5264,,,86672,22,,West,No
CUST6453,55,Female,,high,Basic,South,
CUST1376,45,,,low,Premium,,
CUST5946,N/A,,,81,Premium,East,
CUST3031,N/A,M,84698,,Standard,,
CUST8463,N/A,,,low,,North,No
CUST9238,51,F,,low,,South,N
CUST3915,N/A,,,low,Standard,East,No
CUST3409,58,Female,,,Basic,West,Y
CUST2541,22,,unknown,low,Basic,West,Yes
,,,,high,Standard,West,
CUST1720,52,Male,,,Premium,,Y
CUST7246,36,F,unknown,1,Basic,West,
CUST8899,,M,unknown,low,,,Y
CUST8745,,M,,92,,,Yes
CUST9509,N/A,F,unknown,,Premium,,No
CUST1199,,,unknown,66,Premium,,N
CUST7295,N/A,,,28,Standard,North,
CUST8581,25,F,,high,Standard,South,N
CUST6787,54,,unknown,low,Premium,West,
,,,57458,,Premium,West,
CUST1852,,,,high,Standard,North,Yes
,,F,122959,high,Basic,,No
CUST1272,,F,,18,Premium,,
CUST9416,50,,unknown,,Standard,South,N
CUST1470,35,F,unknown,4,,North,No
CUST7922,50,Female,,low,Premium,North,
CUST4190,,F,,high,Premium,South,No
CUST9000,N/A,Female,85210,,,East,No
CUST5693,70,Female,,high,,South,
CUST7982,56,Male,,100,,,Yes
CUST8878,60,F,,20,Premium,North,Y
CUST2861,56,,,37,Premium,,Y
CUST2427,N/A,M,unknown,low,Standard,East,Y
CUST3977,,Female,,high,Basic,East,
CUST3861,,,,low,,West,Y
CUST5428,N/A,,unknown,,Standard,,Yes
CUST7516,N/A,F,,low,Standard,East,
CUST6694,67,M,,,,,
CUST1983,,Male,131763,high,Standard,West,
CUST2033,N/A,F,94915,,,South,N
,,F,85349,low,Standard,North,Y
CUST8749,23,M,113581,72,Basic,,Y
CUST4699,50,M,,,Standard,,Yes
CUST5216,39,Male,,low,Basic,North,Y
CUST1640,,Female,,high,Standard,West,Y
CUST4836,67,F,,,Basic,South,Y
CUST3293,53,F,,high,Premium,West,Y
CUST7198,N/A,F,,high,Basic,,
CUST8099,N/A,,unknown,,Premium,South,Y
CUST7755,57,M,,high,Standard,East,Yes
CUST8343,,,,29,Premium,,Yes
CUST9517,N/A,,,91,Standard,,N
,31,F,102058,low,,North,No
CUST9616,70,F,,low,Basic,North,Y
CUST2956,56,Female,,,,West,Yes
CUST5465,,M,,21,,West,No
CUST8349,,,,25,Premium,,
CUST6624,62,F,,high,Basic,South,Y
CUST3560,N/A,Male,,high,Premium,,Yes
CUST4593,49,F,unknown,high,Basic,West,
CUST8892,44,Female,48575,,,,N
CUST1866,,,unknown,high,,West,
CUST2482,N/A,Female,unknown,low,Premium,South,
CUST2682,N/A,Male,,low,Premium,South,N
CUST6266,59,F,unknown,84,Premium,East,No
CUST9166,,,,low,Premium,South,Yes
CUST3229,,Female,,high,Premium,,
CUST5620,38,M,65252,,,South,Yes
CUST7111,N/A,,94460,low,Standard,West,N
CUST5290,,Male,,84,Basic,North,
CUST1310,N/A,F,,low,,South,N
CUST4551,,Female,unknown,,Premium,,No
CUST5946,,,,,Premium,,
CUST5564,,F,109549,,,West,
CUST6106,N/A,F,,low,Standard,,Y
CUST3341,,Male,,high,,West,Yes
CUST6486,,F,,,Standard,West,Y
CUST1922,N/A,Male,,low,,East,Y
CUST9296,,,,low,Basic,South,No
CUST9536,,,unknown,,,South,No
CUST2242,,Male,66341,,,,
CUST6396,N/A,,,high,Basic,,N
CUST2348,N/A,,,,Basic,West,Yes
CUST8245,,Male,,low,,,
CUST2467,,,unknown,high,Premium,East,
CUST3613,38,Female,unknown,64,Basic,North,Yes
CUST5840,,F,,93,Premium,,
CUST7780,,,123159,56,,West,
CUST9239,24,Male,,37,Premium,North,Yes
CUST6475,N/A,,,10,Standard,,Yes
CUST9600,,M,unknown,,Premium,East,No
CUST5237,N/A,M,unknown,low,,East,Y
CUST5126,,Female,unknown,high,Premium,,N
CUST3545,N/A,F,,high,Standard,,Y
CUST3468,,F,unknown,high,Standard,South,N
CUST8736,,,,high,,,Yes
CUST4472,,,26800,low,Basic,,Y
CUST7702,37,Male,,87,Premium,West,
CUST5757,N/A,,60922,low,,West,N
CUST7756,N/A,,122040,,Premium,,Y
CUST5996,N/A,,,high,Premium,,No
CUST7017,,,,high,Premium,,
CUST4762,N/A,,91482,22,Standard,East,
CUST7871,,M,136251,low,Basic,East,
CUST5655,44,M,,high,,North,
CUST4172,N/A,,unknown,1,,,Y
CUST1998,,,,35,Premium,,N
CUST3553,44,M,39518,12,Basic,South,
CUST2922,28,Female,,high,Standard,,N
CUST1929,,F,unknown,high,Basic,,Y
CUST5316,N/A,Female,,low,,East,Y
CUST6085,,F,72152,,Standard,,Yes
CUST4807,45,,,,Basic,,Y
CUST5301,,M,unknown,13,Standard,East,
CUST5357,N/A,M,,,Standard,South,N
CUST9796,58,F,,low,,North,
CUST5485,61,M,,high,Premium,North,Yes
CUST5021,44,,unknown,,Basic,East,Yes
CUST7423,,,,low,Basic,South,
CUST6902,,Male,,low,,North,No
CUST1700,,Female,,high,,,
CUST8647,N/A,Male,unknown,,Basic,East,Yes
CUST7683,,F,,,,North,Yes
CUST6809,,Female,unknown,2,,South,N
CUST4104,,M,105152,19,,West,
CUST9343,,,,,Basic,West,Y
CUST5240,,Female,74317,high,Premium,North,Y
CUST1689,31,Male,130655,low,Standard,North,N
,19,,54821,3,,,No
CUST1985,,,142002,high,,,No
CUST7095,59,M,,high,,,Y
,,,,61,Basic,North,
CUST9146,,,,high,,North,
CUST7862,,Male,,54,,North,
CUST2293,N/A,,86997,19,,,
CUST3114,,Female,unknown,high,Premium,,No
CUST5028,N/A,Female,69054,,Standard,,
CUST9818,,,unknown,low,Standard,West,N
CUST2551,,Female,44411,high,Standard,East,No
CUST4740,,Male,,,Premium,West,Y
CUST5453,,Male,29547,56,Basic,,No
CUST9860,,Female,,,,,No
CUST8023,,Male,,22,Standard,,
CUST2012,,,unknown,34,Standard,,Y
CUST1911,,M,,high,Basic,,
CUST3935,25,F,unknown,11,Basic,West,
CUST1776,N/A,F,,,,,Y
CUST6138,,,,89,Standard,,No
CUST7354,29,F,83309,,Standard,West,No
CUST2917,,Female,29033,,,South,Y
CUST2109,30,F,79654,,,,
CUST7831,31,Female,unknown,36,Standard,South,
CUST8238,,F,,low,,South,Yes
CUST7109,,Female,,high,,,
CUST5730,N/A,M,98967,2,,,No
,,Female,,low,,East,
CUST7375,,Female,unknown,high,Standard,,Yes
CUST2984,,F,,low,,West,Y
CUST6779,49,,,high,Standard,,N
CUST5062,,,,low,,North,No
CUST4064,,,106403,low,Premium,West,
CUST9754,,,84359,,,South,Yes
CUST1872,,F,,3,,,
CUST5661,,Male,49536,,Standard,South,No
CUST2239,,,,low,Premium,,N
CUST8171,,Female,,low,,,
CUST4507,,,unknown,36,,West,No
,26,,104660,63,,West,
CUST7358,N/A,,unknown,4,Standard,South,Y
CUST3573,,,,,Basic,West,
CUST5245,,M,,76,Basic,East,Yes
CUST9168,53,Female,60358,high,,West,N
,,Female,,low,Premium,West,Yes
CUST8981,N/A,Female,57068,50,Standard,South,
CUST7033,N/A,Female,78567,,Premium,East,N
CUST3674,,,51930,low,,,
CUST9330,,,unknown,,,South,No
CUST1361,45,,,high,Standard,North,No
CUST3394,,F,76828,,,,
CUST8304,,,145546,high,Premium,East,No
CUST9070,,,unknown,,Standard,East,
CUST3577,,,142990,low,Standard,East,
CUST1278,31,F,,50,,South,N
CUST2867,,Male,,,,,
CUST2452,N/A,,25333,high,,East,
CUST4536,,,unknown,87,,,
CUST7385,34,,,81,Standard,East,
CUST2817,N/A,Male,,high,Basic,South,N
CUST2160,59,F,,89,,West,
CUST4024,28,,,high,Basic,North,Y
CUST5058,,Female,,low,Standard,West,Yes
CUST1895,N/A,Male,,high,,West,No
CUST2428,N/A,,110551,30,,East,Y
CUST5738,,,,low,Premium,South,Yes
CUST9382,,Female,,,,South,N
CUST9676,,F,,56,,North,N
CUST2027,,Male,,,,,
CUST3728,38,Female,146389,high,Basic,East,
CUST8936,N/A,,,high,Premium,South,N
CUST2349,N/A,F,,low,Standard,,Y
CUST1902,,Male,,,,,Y
CUST2125,60,Male,,70,,West,Yes
CUST8002,,M,,low,Standard,,Yes
CUST7420,,Female,118912,high,Basic,East,No
CUST6880,,F,,high,,,No
CUST6445,,M,unknown,,,,
CUST9438,N/A,,,40,Basic,West,
CUST5948,,,,5,Premium,West,Yes
CUST2600,,Male,,high,Basic,West,Yes
CUST9084,35,F,unknown,,,North,Yes
CUST7484,,Male,25190,,Premium,East,Y
CUST5833,N/A,F,133704,low,,North,N
CUST3195,55,,unknown,18,Premium,East,No
CUST7530,,Female,unknown,,,,
CUST5696,,Female,134344,89,,,N
CUST6603,,Female,,71,Standard,South,
CUST4271,,Female,,90,,,Y
CUST8249,48,M,82983,50,,,No
,N/A,Female,unknown,12,Basic,North,N
CUST1998,,,,,Premium,,No
CUST1306,,M,,,Premium,East,N
CUST6735,N/A,,unknown,10,,East,
,,Female,,high,,,
CUST7828,N/A,,unknown,,,South,Yes
CUST8481,,Male,unknown,low,Basic,,
CUST4689,38,Female,unknown,high,,,No
CUST2672,34,F,85052,low,Standard,West,
CUST2132,N/A,Female,,high,Basic,West,
CUST1250,,Male,,22,Standard,West,Yes
CUST2311,34,,41572,low,,West,
CUST2465,,,48016,,,West,Y
CUST2927,N/A,Male,93470,,,,N
CUST7040,,F,128728,low,,North,Yes
CUST1289,N/A,F,unknown,low,Basic,South,Y
CUST3065,41,,,68,,North,No
CUST8694,,,124228,high,Basic,South,Y
CUST9128,,Male,unknown,32,Basic,South,Y
CUST3579,,Female,,low,Basic,,N
CUST6673,44,F,121840,low,Premium,,Y
CUST2790,40,M,,35,,South,
CUST7650,N/A,Male,62077,10,Basic,,
CUST8133,N/A,F,,85,Basic,East,
CUST2504,,,,,Standard,East,No
CUST6117,,M,117830,,Premium,West,
CUST6280,,,,high,Basic,,N
CUST9169,N/A,Female,unknown,74,,West,No
CUST4832,,,,low,,West,
CUST7021,,M,,low,,South,
CUST8682,N/A,,unknown,low,,,No
,49,,,,,West,
CUST3519,,F,,low,,,
CUST5173,,Female,,,Premium,,Yes
,,M,131552,low,,West,N
CUST2775,N/A,,44588,high,,,N
CUST5297,,F,131226,high,Basic,North,
CUST9530,N/A,F,,low,Standard,West,Y
CUST3632,36,,,low,Basic,,
CUST1971,,Male,,high,Basic,West,Y
CUST5498,45,Female,,low,,,Y
CUST1458,50,M,,high,Basic,North,Yes
CUST4635,,,,low,Basic,West,No
CUST9963,,F,,low,,South,Y
CUST4002,N/A,F,,34,Standard,North,No
CUST2692,N/A,,unknown,27,,,Y
CUST3412,,M,80216,,Standard,South,N
CUST3617,N/A,Female,unknown,low,Basic,South,Yes
CUST2965,,F,unknown,low,Standard,East,Y
CUST9899,,,,,Basic,South,Y
CUST9914,,F,,high,Premium,South,Yes
CUST1912,,Female,108534,high,Basic,West,
CUST8899,N/A,,,low,Premium,East,
CUST5815,,,,low,Standard,East,
CUST1825,,M,,high,,,
CUST2972,,F,,,,North,Yes
CUST8702,24,Female,unknown,,Basic,North,Y
CUST5635,N/A,M,84061,,,,Yes
CUST1629,,M,,,Premium,,No
CUST1799,26,F,,,Standard,,N
CUST8457,N/A,Female,unknown,low,,,
CUST3541,,F,unknown,low,Standard,North,N
CUST7398,65,F,,68,Basic,,Yes
CUST7763,,,,low,Basic,South,
CUST2559,N/A,,,,,,
CUST6517,29,Male,,,,West,Yes
CUST7957,,,135157,low,,East,No
CUST8052,,Female,,high,Premium,,N
CUST4827,N/A,,102799,high,,,No
CUST9967,43,,124222,high,,,
CUST2722,69,Male,,,Standard,East,
CUST4102,65,,60117,low,Premium,East,
CUST3324,,Female,,92,,East,N
CUST5065,59,,,40,Basic,,N
CUST1120,,Male,,,,South,No
CUST4079,,Female,,13,,North,No
CUST5356,N/A,Female,77741,86,Basic,West,N
CUST9097,,Female,,,,West,Y
CUST3805,69,Male,unknown,high,Basic,,
CUST8236,,Female,,high,Premium,South,N
CUST9799,,Male,69292,,Basic,East,Y
CUST4016,,Female,,,,North,Y
CUST8006,,F,,3,Standard,West,Y
CUST4609,,Male,,high,Standard,East,N
CUST1697,,Male,,high,Standard,,No
CUST2934,,M,,high,Basic,South,
CUST9481,,Female,,high,Premium,South,N
CUST5347,N/A,F,unknown,low,,West,
CUST9214,N/A,M,61070,79,Premium,,
CUST3777,,Female,unknown,,,North,
CUST2737,,Female,unknown,37,Premium,,Y
CUST2286,,M,unknown,,Standard,North,
CUST2858,N/A,Male,,,Basic,North,
CUST8745,N/A,Male,,,Standard,,Yes
CUST7903,,,,high,,West,N
CUST4719,64,,unknown,low,,East,Y
CUST5151,N/A,,,,Basic,East,No
CUST8118,45,F,,low,,West,N
CUST2639,,F,unknown,low,Basic,East,
CUST9039,N/A,F,unknown,12,,North,
CUST9576,,Male,unknown,8,Standard,,No
CUST3884,,M,,low,Standard,West,
,,Male,119031,low,Standard,,Yes
CUST1415,N/A,Male,unknown,,Basic,South,N
CUST7117,,,,,Premium,West,Y
CUST5953,,M,unknown,low,,East,Yes
CUST9045,,Male,,37,Standard,,
CUST5421,,,unknown,high,Premium,,Y
CUST7555,,Male,,low,,South,
CUST8350,62,F,,high,,East,N
CUST6157,N/A,Female,,high,Basic,North,
CUST5520,N/A,Female,,high,Standard,South,N
CUST6671,,,unknown,low,Standard,,
CUST4060,N/A,Male,99205,high,,,Y
CUST9780,N/A,Female,56398,high,Basic,East,Yes
CUST5171,,Male,unknown,high,Basic,,N
CUST7910,,F,,high,,,No
CUST1485,,,unknown,low,Premium,North,N
CUST8925,,M,,87,Basic,South,
CUST3753,58,Male,unknown,high,,,N
CUST8843,,Female,,,Premium,North,Y
CUST3862,,M,,,Basic,North,Yes
CUST5141,,F,82519,low,Premium,,N
CUST9594,48,Female,135399,low,,West,Yes
CUST4349,,M,23356,high,,,N
CUST6274,N/A,Female,57033,high,Standard,,Yes
CUST2144,,,,,Basic,West,
,,Female,41284,high,Standard,North,
CUST3703,,,100654,low,,East,
CUST4009,36,M,,96,,North,No
CUST1852,N/A,Female,120410,,,South,N
CUST6179,N/A,Female,22559,high,Basic,North,No
CUST2823,,F,unknown,low,Standard,,Y
CUST1749,40,Female,,low,Standard,East,
CUST6594,,Female,,high,,North,
CUST8522,,,unknown,,,,No
CUST4244,56,F,,high,Standard,West,Y
CUST8136,,Female,,high,Premium,North,N
CUST4001,51,Male,,12,Standard,South,No
CUST4480,N/A,,unknown,low,,West,
CUST7508,,Male,,54,Basic,East,N
CUST9915,,Male,102615,low,,,N
,N/A,Male,,54,,West,N
CUST4347,,Female,,22,Premium,West,
,,M,,high,Basic,,
CUST4617,,Female,unknown,96,Basic,North,Yes
CUST9510,,M,,10,Premium,West,
CUST5962,,Female,unknown,high,Basic,,Yes
CUST9334,N/A,,,,,,No
CUST3346,,,,high,Basic,West,No
CUST7720,,M,,low,Standard,East,
CUST4752,,F,unknown,,Basic,East,
CUST4473,N/A,F,unknown,low,Basic,West,Y
CUST3333,,Female,unknown,,,South,Y
CUST5081,,,unknown,low,,West,N
CUST8087,44,,unknown,low,Standard,South,N
CUST9651,25,F,,low,Premium,,
CUST8785,N/A,,,high,,East,
CUST1236,N/A,F,71996,32,Basic,East,No
CUST5881,N/A,Female,unknown,high,Standard,West,
CUST9101,,Male,unknown,low,,,N
CUST2120,69,,,,,East,
CUST8562,,,unknown,high,,North,
CUST4871,,M,unknown,low,,West,
CUST6163,37,M,,low,Premium,East,Y
CUST5518,N/A,F,unknown,66,,North,Yes
CUST1696,,Male,unknown,high,Standard,West,No
CUST8641,,M,,high,Premium,,No
CUST2230,24,,unknown,low,Premium,South,Y
CUST8975,58,M,,37,,South,Yes
CUST7773,,,117455,19,,,
CUST3012,,,,34,Basic,East,
CUST6831,36,Female,unknown,high,Basic,East,Y
CUST8885,48,M,30652,high,Basic,East,No
CUST5138,,Male,,high,Basic,South,
CUST6189,N/A,Female,,,,South,Yes
CUST3916,N/A,F,unknown,high,,,No
CUST6735,,F,,high,Standard,,Yes
CUST3894,N/A,M,,56,,South,Y
CUST9712,43,Female,55922,26,Standard,North,
CUST7025,,Female,unknown,20,,,No
CUST9172,,M,unknown,low,Premium,North,Yes
CUST1493,,Female,,high,Premium,,Y
CUST3290,42,M,,high,Standard,North,
CUST2251,,,unknown,3,,,Y
CUST7869,,Female,146061,low,,,
CUST4844,,Male,unknown,high,Premium,South,
CUST6686,N/A,M,unknown,,,East,
CUST8224,,Female,,98,Premium,West,Y
CUST1765,65,Male,,high,Premium,West,Y
CUST2679,,Female,113945,54,Premium,,Yes
CUST8847,46,Female,unknown,,Premium,,Yes
CUST5827,N/A,F,unknown,22,Premium,West,Yes
CUST1455,,Male,,low,Premium,East,N
CUST4581,24,M,unknown,low,,South,Yes
CUST6535,,F,,97,Standard,North,Yes
CUST4149,,Male,,high,,North,Y
CUST5652,,,,low,Premium,North,Y
CUST3706,40,,122128,,Standard,East,N
CUST1165,,,100082,,Basic,North,No
CUST6837,N/A,F,unknown,,Premium,North,
CUST1218,,M,,84,,,
,N/A,,unknown,,,East,N
CUST1551,N/A,,,low,,West,No
CUST7213,N/A,M,unknown,,,South,No
